Date,Campaign,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Goal,Completions,Campaign_Traffic,Target_Group
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),7.0,Campaign,3
2022-08-30,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1.0,Campaign,3
2022-08-30,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),7.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),4.0,Campaign,3
2022-09-03,NB_Wholesale_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-04,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-09-01,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-09-05,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2.0,Campaign,3
2022-08-31,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-09-01,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-09-05,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-09-01,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Form Submission,1.0,Campaign,3
2022-09-02,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Form Submission,1.0,Campaign,3
2022-08-30,Brand_Exact,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Learn More (Our Story),1.0,Campaign,3
2022-09-05,Brand_Exact,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-01,FY22_broker_campaign_ph2,5,CloseFaster,3steps,LinkedIn,Single image,Learn More (Community Mortgage),1.0,Campaign,2
2022-09-02,FY23_broker_campaign,4,CloseFaster,MoreAll,User ID Display,NA,Learn More (Closer Twins Banner),1.0,Campaign,2
2022-09-02,FY23_broker_campaign,NA,CloseFaster,MoreAll,User ID Display,NA,Get Approved,1.0,Campaign,NA
2022-09-03,FY22_anti_inflation,NA,others,ad1,LinkedIn,NA,Form Submission,1.0,Campaign,NA
2022-09-02,FY22_broker_campaign_ph2,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Start Closing More,1.0,Campaign,2
2022-09-02,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Get Approved,1.0,Campaign,NA
2022-09-01,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),4.0,Campaign,3
2022-09-03,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-31,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-08-31,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1.0,Campaign,3
2022-09-03,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1.0,Campaign,3
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),24.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),25.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),24.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Start Closing More,3.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),19.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-10,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4.0,General traffic,NA
2022-09-11,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),24.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),6.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),5.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),10.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Get Approved,3.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),14.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Get Approved,4.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),6.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-11,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-11,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Broker Login,1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),36.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),25.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),40.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),31.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-10,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),5.0,General traffic,NA
2022-09-11,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),35.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-11,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),6.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),16.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),14.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),16.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),11.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),12.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,11.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Start Closing More,13.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Start Closing More,11.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Start Closing More,5.0,General traffic,NA
2022-09-11,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Start Closing More,14.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,5.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Start Closing More,6.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Start Closing More,6.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Start Closing More,6.0,General traffic,NA
2022-09-10,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-11,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Start Closing More,5.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Form Submission,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Form Submission,2.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),4.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Start Closing More,3.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Start Closing More,3.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),13.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Get Approved,2.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),15.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Start Closing More,2.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),6.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),6.0,General traffic,NA
2022-09-10,NA,NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),1.0,General traffic,NA
2022-09-10,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-10,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),13.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-11,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),2.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Broker Login,1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1.0,General traffic,NA
2022-09-10,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),7.0,General traffic,NA
2022-09-06,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),12.0,General traffic,NA
2022-09-07,NA,NA,NA,NA,NA,NA,Learn More (Our Story),1.0,General traffic,NA
2022-09-08,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),11.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),9.0,General traffic,NA
2022-09-09,NA,NA,NA,NA,NA,NA,Start Closing More,1.0,General traffic,NA
2022-09-10,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-10,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),3.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Get Approved,1.0,General traffic,NA
2022-09-12,NA,NA,NA,NA,NA,NA,Learn More (Community Mortgage),13.0,General traffic,NA
