Campaign,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Goal,Completions,Campaign_Traffic,Days_Max_Date,Unnamed: 12,Goal.1
FY22_broker_campaign_ph2,5,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,159,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Closer Twins Banner),1,Campaign,157,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,164,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Closer Twins Banner),1,Campaign,165,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Closer Twins Banner),1,Campaign,165,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Closer Twins Banner),1,Campaign,161,NA,NA
FY22_broker_campaign_ph2,4,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Closer Twins Banner),1,Campaign,161,NA,NA
FY22_broker_campaign_ph2,4,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Our Story),1,Campaign,164,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Start Closing More,1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Our Story),1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Get Approved,1,Campaign,165,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,165,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,164,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,159,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Our Story),1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Form Submission,1,Campaign,179,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,155,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Start Closing More,1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,180,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Start Closing More,1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Start Closing More,1,Campaign,162,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,1page,LinkedIn,Single image,Get Approved,1,Campaign,147,NA,NA
FY22_broker_campaign_ph2,2,UnfairAdvantage,All,Facebook,Carousel,Form Submission,1,Campaign,183,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Start Closing More,1,Campaign,174,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,143,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Closer Twins Banner),1,Campaign,167,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,171,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Home Page Video Play,1,Campaign,183,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,185,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,178,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,155,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,156,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Closer Twins Banner),1,Campaign,140,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Home Page Video Play,1,Campaign,179,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,179,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Closer Twins Banner),1,Campaign,164,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Closer Twins Banner),1,Campaign,156,NA,NA
FY22_broker_campaign_ph2,4,UnfairAdvantage,All,LinkedIn,Carousel,Start Closing More,1,Campaign,174,NA,NA
FY22_broker_campaign_ph2,2,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,155,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,185,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,178,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,167,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,155,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,174,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Community Mortgage),1,Campaign,166,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Start Closing More,1,Campaign,181,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Start Closing More,1,Campaign,166,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Start Closing More,1,Campaign,158,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,All,LinkedIn,Carousel,Form Submission,1,Campaign,143,NA,NA
FY23_broker_campaign,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Start Closing More,1,Campaign,144,NA,NA
FY22_broker_campaign_ph2,1,UnfairAdvantage,NoDTI,Facebook,Single image,Learn More (Our Story),1,Campaign,185,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,143,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Closer Twins Banner),1,Campaign,146,NA,NA
FY22_broker_campaign_ph2,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,186,NA,NA
FY22_broker_campaign_ph2,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,181,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,140,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,150,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,150,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,181,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,143,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,143,NA,NA
FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Our Story),1,Campaign,144,NA,NA
FY23_broker_campaign,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Form Submission,1,Campaign,188,NA,NA
FY23_broker_campaign,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Start Closing More,1,Campaign,171,NA,NA
FY23_broker_campaign,4,UnfairAdvantage,OnePage,Domain Display,NA,Form Submission,1,Campaign,186,NA,NA
FY23_broker_campaign,5,UnfairAdvantage,OnePage,Domain Display,NA,Learn More (Closer Twins Banner),1,Campaign,183,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,182,NA,NA
NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,180,NA,NA
Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,178,NA,NA
NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,174,NA,NA
NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,174,NA,NA
Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign,168,NA,NA
NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,163,NA,NA
Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,163,NA,NA
Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,158,NA,NA
NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign,156,NA,NA
Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign,152,NA,NA
NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,146,NA,NA
NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,145,NA,NA
NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,144,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Closer Twins Banner),1,Campaign,140,NA,NA
Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,163,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign,140,NA,NA
Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,178,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,175,NA,NA
Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,158,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,148,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,148,NA,NA
NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,142,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Form Submission,1,Campaign,182,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Form Submission,1,Campaign,181,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,175,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,147,NA,NA
NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,146,NA,NA
Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,181,NA,NA
NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Get Approved,1,Campaign,177,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,147,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Form Submission,1,Campaign,178,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Broker Login,1,Campaign,178,NA,NA
NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Form Submission,1,Campaign,159,NA,NA
NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Form Submission,1,Campaign,158,NA,NA
Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,175,NA,NA
NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,158,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,139,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,139,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),1,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,136,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,136,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,135,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,134,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,134,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,131,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,129,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,128,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,139,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,135,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,131,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,128,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,127,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,135,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,129,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,136,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,133,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,134,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,134,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,135,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,135,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,135,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,131,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,127,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,139,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,136,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,135,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,133,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,131,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,129,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,139,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,136,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,135,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,128,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,139,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,134,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,133,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,136,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,135,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,136,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,133,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,128,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,139,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,136,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,136,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,135,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,133,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,133,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,127,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,129,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,1,General traffic,139,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,1,General traffic,127,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,129,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,134,NA,NA
Change_Wholesale_plusup,6,Trade Media Ads,(not set),Trade Media,Chrisman,Learn More (Community Mortgage),1,General traffic,126,NA,NA
Change_Wholesale_plusup,6,Trade Media Ads,(not set),Trade Media,Chrisman,Learn More (Community Mortgage),1,General traffic,126,NA,NA
Change_Wholesale_plusup,6,Trade Media Ads,(not set),Trade Media,Chrisman,Start Closing More,1,General traffic,128,NA,NA
Change_Wholesale_plusup,6,Trade Media Ads,(not set),Trade Media,Chrisman,Get Approved,1,General traffic,128,NA,NA
Change_Wholesale_plusup,6,Trade Media Ads,(not set),Trade Media,Chrisman,Learn More (Community Mortgage),1,General traffic,128,NA,NA
Change_Wholesale_plusup,6,Trade Media Ads,(not set),Trade Media,Chrisman,Learn More (Our Story),1,General traffic,126,NA,NA
Change_Wholesale_plusup,6,Trade Media Ads,(not set),Trade Media,Chrisman,Learn More (Our Story),1,General traffic,128,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,1,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,139,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,137,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,133,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,129,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,138,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,129,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,132,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,130,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),1,General traffic,126,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),1,General traffic,137,NA,NA
