Campaign,Audience,Creative_Family,Creative_Version,Platform,Ad_Format,Goal,Completions,Campaign_Traffic,Days_Max_Date,Unnamed: 12,Goal.1
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,73,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,70,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,73,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,71,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,70,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,75,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,74,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,76,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,72,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,76,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,75,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,75,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,76,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,73,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign,73,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign,75,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),2,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,65,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,2,General traffic,65,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,66,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,65,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,66,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,64,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,64,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,66,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,66,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,66,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,65,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,68,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,69,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),2,General traffic,63,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,69,NA,NA
NBNurture,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,69,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,68,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,66,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,63,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,69,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,68,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,66,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,63,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,67,NA,NA
Anti_Inflation,NA,August,August,NA,NA,Get Approved,2,General traffic,69,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,69,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,67,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,66,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,69,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,68,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,67,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign,68,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign,69,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign,66,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,2,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),2,General traffic,60,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,58,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,57,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,60,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,60,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,60,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,58,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,57,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,56,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,2,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,60,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,60,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,60,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,60,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),2,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,58,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,56,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,58,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,57,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),2,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,60,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,62,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,59,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,2,General traffic,60,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,61,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,61,NA,NA
CloserTwins,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,60,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,61,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,62,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,61,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,59,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,61,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,59,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,60,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,62,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,61,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,60,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,59,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,62,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign,62,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign,61,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,55,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,50,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,53,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,52,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,49,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,53,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,50,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,55,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,49,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,2,General traffic,49,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,55,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,49,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,55,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),2,General traffic,55,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,49,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,53,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,49,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,52,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,55,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,49,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,53,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,52,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,50,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,50,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,55,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,51,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,50,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,53,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,52,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,53,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,52,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,52,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,2,General traffic,53,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,54,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,54,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,49,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,53,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,49,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,52,NA,NA
adhocwhol,NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,53,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign,52,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,53,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,52,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,55,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign,49,NA,NA
Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Form Submission,2,Campaign,49,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),2,General traffic,48,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,48,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),2,General traffic,47,NA,NA
(not set),NA,(not set),(not set),NA,NA,Get Approved,2,General traffic,46,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Closer Twins Banner),2,General traffic,42,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,46,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,46,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,43,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,47,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,44,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,46,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,46,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,48,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,42,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,48,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,48,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,46,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,47,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,48,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,47,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,44,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,43,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,48,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,43,NA,NA
(not set),NA,(not set),(not set),NA,NA,Form Submission,2,General traffic,47,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,47,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,46,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,47,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,47,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,46,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,44,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,43,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,42,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,48,NA,NA
(not set),NA,(not set),(not set),NA,NA,Start Closing More,2,General traffic,45,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,43,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Our Story),2,General traffic,46,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,48,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,47,NA,NA
(not set),NA,(not set),(not set),NA,NA,Learn More (Community Mortgage),2,General traffic,42,NA,NA
